target,1rank,2rank,3rank,4rank,5rank
346,346,187,732,386,52
2095,2095,1063,206,2232,643
442,442,1573,115,1143,2092
692,1049,692,1719,1401,397
990,990,152,2429,633,121
1016,1016,632,2692,876,2372
1313,1313,2696,31,85,2623
2432,2432,1267,713,2294,1907
510,510,2689,2507,1224,1146
462,163,1010,1321,2411,2493
1906,1906,1313,2611,1755,755
1905,1905,2500,815,259,1015
2700,2700,480,875,1215,1062
2436,2436,305,745,1497,1423
294,294,575,2423,1934,84
1764,1764,184,1498,2277,2212
450,994,417,2347,1830,558
2156,2156,1719,2382,1408,2105
842,842,2494,212,524,1715
2273,2273,2513,829,961,2087
2272,2272,1602,1486,126,2350
1899,1899,749,1732,229,885
1728,1728,1210,107,2267,1561
517,517,2599,1481,2701,2490
1255,1255,1780,434,2716,1943
1395,1395,2361,2596,1380,2648
2639,2639,407,2501,1569,540
267,267,2141,2289,1527,464
1206,1206,2239,1231,354,1622
1448,1448,676,1023,495,109
642,642,1549,1499,2309,1402
434,1255,1780,434,2716,1943
2353,2353,908,501,1743,947
2712,2712,1293,340,2093,2547
196,196,1511,714,2557,521
2056,2056,33,1138,1056,1509
2227,163,1010,1321,2411,2493
2068,2068,2421,1447,1083,1116
1874,1750,257,638,1828,2
705,705,2627,823,2731,822
106,1200,2357,2625,106,1055
1354,1354,2573,952,2341,2016
1794,163,1010,1321,2411,2493
1183,1183,2137,554,497,1870
1927,1141,1927,2413,1207,185
1926,2684,1926,1977,1785,308
1925,1367,1391,1925,1264,2402
602,602,1645,1766,39,2230
1689,1268,1859,2174,1689,1145
1688,1688,1792,1730,2710,1277
1690,2629,530,1690,2506,702
1687,163,1010,1321,2411,2493
234,1354,2573,952,2341,2016
1212,1212,297,1604,822,731
400,2215,400,1089,1025,2070
2225,2225,1531,252,2421,681
402,402,316,829,363,497
2698,2698,1111,2189,517,2457
1850,2237,1914,916,1850,1332
1861,1861,2210,1215,226,2117
401,580,401,2729,706,123
742,1345,1012,20,742,925
1860,1860,905,1652,2453,1606
533,74,533,1904,2110,408
1886,1886,2362,2136,737,1030
707,707,95,1626,2608,2583
1887,2399,1887,1002,1771,628
2702,163,1010,1321,2411,2493
528,55,528,1608,2715,1226
695,695,608,2664,1046,2445
1109,2147,1109,2698,771,1111
936,936,1626,266,1806,1547
2119,2119,1968,2641,1637,913
2118,2118,1751,1178,128,175
1776,1776,1847,975,1751,175
2448,2325,2448,910,2406,1686
2073,2073,900,301,1582,2653
85,85,31,1313,1809,2721
2638,2638,1090,1186,281,250
532,532,351,1955,2466,1956
527,527,2327,383,210,625
1922,1922,2659,322,154,1968
1412,163,1010,1321,2411,2493
344,344,753,379,765,1762
1576,1576,425,2620,2306,2544
1159,163,1010,1321,2411,2493
2451,268,2451,2289,530,1018
2450,2450,2186,1658,1934,519
2449,2449,1104,1339,1273,1201
2597,1592,2548,619,1507,1193
2721,1996,1809,213,2721,1353
2122,1568,2122,1736,770,1001
2237,2237,1914,916,1850,1332
1161,1161,2054,611,1337,2057
2236,163,1010,1321,2411,2493
2235,2235,1628,1403,21,1593
2606,2606,1347,262,1180,2409
694,694,750,1021,789,1832
1499,1499,327,1662,2308,824
643,643,1080,1240,90,2493
93,688,93,1935,243,118
758,758,2692,363,2285,436
1239,1239,1983,48,730,2600
273,273,2578,943,1570,1413
917,917,1130,1207,185,475
171,171,2159,108,239,2299
752,752,2385,1089,2494,212
542,542,2393,1942,63,2049
1281,1281,1831,891,1209,2402
940,940,272,1240,471,2168
839,839,1084,1801,1293,301
330,330,2583,2608,2290,1938
1072,1072,587,1682,1033,928
2539,2539,946,1265,1419,1307
497,316,497,2658,108,1812
94,94,2545,1795,833,217
706,123,706,537,401,580
299,299,193,2393,838,1402
2087,2087,2015,598,358,2273
1168,1342,2207,489,1480,1648
1960,469,1960,1421,2259,2654
2149,492,1321,2144,1915,2584
75,967,981,75,130,88
2063,2063,2211,1995,206,1063
1011,1011,2308,1053,2217,2668
904,904,2157,1437,2012,895
1606,1606,975,1591,1776,2563
1278,1278,1847,1751,2590,1706
1197,1197,481,1470,2655,246
1409,1409,2542,618,2486,515
1277,1277,1792,1688,1730,2710
834,834,1521,2079,1263,242
1223,1223,1881,653,2608,446
1539,1539,1482,1984,511,2462
646,1986,646,2636,2298,477
1430,1430,782,714,1843,2437
121,121,1274,1943,548,878
902,902,1639,2646,717,1903
145,145,2686,15,392,1613
424,424,1543,805,363,815
2555,492,1321,2144,1915,2584
1452,1452,2197,1706,903,1314
2668,2308,1053,2668,1114,1389
2730,2730,1302,1317,2394,1491
2667,2667,1087,1243,1105,744
2732,144,2732,290,683,352
283,1945,283,2053,2377,1050
2731,2731,1922,1080,471,1872
1578,8,1578,2440,345,1
4,4,2000,2054,1294,2664
558,994,417,2347,1830,558
557,557,136,2629,530,2656
1871,1871,700,306,2233,233
1085,1373,1085,1570,780,2644
20,1345,1012,20,742,925
2534,2534,1041,758,108,1735
2221,2221,1116,734,1026,2610
1435,1435,533,61,1086,859
2154,2154,1064,1231,2194,2111
1436,1436,2527,839,1084,1801
585,585,2197,15,2414,1613
1437,1437,2012,2590,1515,1970
1438,163,1010,1321,2411,2493
374,374,30,787,2559,1132
2568,2568,340,2168,1970,2502
2576,2576,2240,1316,1952,2015
2157,2157,554,2464,220,508
266,199,266,452,2630,1626
303,985,303,1400,622,2417
304,304,1517,712,770,1568
306,306,700,1778,938,1671
577,577,1152,1117,1179,899
305,305,171,2299,239,2436
983,983,758,1122,1198,2299
1711,2662,2117,1711,1315,307
984,2263,775,404,984,2639
2463,2463,2509,1967,1376,830
2481,2481,371,960,2316,2512
134,134,909,158,535,493
133,133,827,2430,943,1413
137,137,2230,39,2247,602
138,138,1550,1962,938,233
1387,850,1387,2601,961,2549
2264,2264,52,1359,2608,2290
135,135,2656,2323,2216,2628
1788,1788,1261,906,907,1336
136,2629,530,1690,2506,702
761,933,761,2618,1165,631
509,509,934,2454,1796,1035
737,737,1630,429,1485,2104
1627,1627,1546,2419,2710,1130
312,112,2089,312,961,938
1824,1824,1865,1352,2364,1849
2321,943,1413,2321,2430,827
1681,1681,2569,2688,865,1824
2460,2208,2460,1198,2414,701
1538,1538,647,1855,99,498
518,518,25,2387,113,2355
2006,2006,1569,1041,632,1016
1700,1576,425,2620,2306,2544
1631,1631,1199,1276,319,1762
1665,163,1010,1321,2411,2493
1924,1924,354,779,484,915
2124,2124,2729,779,1397,1205
122,2517,1216,223,122,1653
84,84,674,2060,1576,2544
236,236,1244,2141,1603,788
624,764,624,74,338,533
591,591,1650,691,327,763
768,768,2670,1258,1317,1087
1802,1802,2612,935,141,2031
55,55,528,1608,2715,1226
973,973,2532,672,1682,587
2145,2145,1132,2559,266,199
2210,1861,2210,1215,226,2117
56,56,1176,1888,1732,1615
1718,1718,354,537,401,580
962,1268,1859,2174,1689,1145
1614,2083,28,2354,1902,1614
114,114,2660,2224,367,570
339,339,1731,1602,1598,1082
1097,1097,1758,189,466,2150
703,313,1635,2524,703,1301
556,556,2525,1605,2047,1439
1655,2398,2647,1683,616,873
2617,2617,2651,644,737,755
300,300,1305,195,1476,1679
1458,1458,2005,657,1571,1616
930,930,1475,1929,1609,295
2345,2345,1455,192,709,1084
2248,1993,2248,340,959,1167
1162,943,1413,2321,2430,827
502,502,2633,2062,939,2315
700,700,2692,1871,2119,1561
541,541,347,912,1359,1773
257,1750,257,638,1828,2
2355,2355,2511,153,474,25
2004,163,1010,1321,2411,2493
2005,2005,608,279,1458,2431
1946,1946,1019,2130,991,2613
2077,2077,1889,437,1786,140
711,711,447,221,2273,829
1947,1947,1121,1288,1910,1852
91,2649,91,645,549,104
458,458,2568,1218,529,42
429,429,781,2020,249,1118
428,428,49,239,171,2299
2585,2585,857,1493,1965,226
2008,2008,662,2022,1225,1174
2285,2285,758,1543,190,805
22,22,899,1179,739,927
23,163,1010,1321,2411,2493
21,1628,21,1403,557,916
1779,163,1010,1321,2411,2493
1226,2715,1226,2117,1711,1799
1227,1227,1480,486,1573,1733
1225,1225,635,781,249,2122
1781,1781,864,966,511,2036
2629,2629,530,1690,2506,702
718,718,1291,1349,880,794
416,416,244,1317,1307,923
277,277,37,2594,1111,2206
1138,1138,1056,1476,493,2033
33,33,214,726,2050,2056
1316,1316,656,2576,2619,2414
560,560,2265,1711,2117,2662
553,553,2488,1921,563,1397
2723,2723,2544,2112,1576,2620
1044,1044,1893,586,1483,2330
2722,2722,1203,2472,1672,1885
2724,2724,2523,1569,2472,1135
1413,943,1413,2321,2430,827
987,987,1710,71,1888,2503
1556,57,845,1556,2530,848
2428,2428,2169,1557,1406,1461
1605,1605,964,556,461,1999
5,5,340,1366,2502,2712
2170,2170,1104,1950,1763,2180
2169,2169,1667,247,1836,128
2071,2071,1188,1732,637,587
875,875,2577,467,2290,621
1535,58,1963,637,51,1535
745,745,775,984,2263,404
1392,698,1392,403,762,54
2002,2002,2442,275,1533,1368
2001,2001,2521,2000,1608,1073
2003,492,1321,2144,1915,2584
1019,1019,1625,1797,991,2613
814,814,1103,1191,2122,1568
882,882,2665,2360,382,2440
1878,1878,568,582,1870,944
1040,3,2324,519,1040,2400
1039,1039,522,2443,1676,1425
534,534,1423,2214,208,1917
773,773,2217,1765,562,2106
922,922,2301,611,1073,1453
1071,1071,791,669,874,2276
772,163,1010,1321,2411,2493
771,771,140,2467,1005,1697
622,622,1226,608,1294,2142
1220,1220,1680,740,111,808
2501,2639,407,2501,1569,540
803,803,979,1344,2132,1512
1031,1031,1353,1809,252,2721
800,800,1333,1284,1668,177
1103,1103,814,770,1736,2122
647,647,884,945,2472,1135
1455,1455,1076,2391,709,1084
406,406,2425,994,417,2347
2266,2266,409,191,1852,2568
1511,1511,355,196,2378,621
481,481,1197,430,246,993
1841,1841,1444,2189,2677,277
2677,2677,434,872,1780,1255
1327,1460,1327,908,2714,659
1328,298,1821,2703,1328,165
2059,2059,310,2601,1618,2549
2024,1750,257,638,1828,2
2025,2025,1261,134,636,1097
767,767,323,1106,2013,849
483,483,2624,1251,476,1214
2023,2023,563,2035,2103,1407
220,220,1870,1118,1324,1189
177,177,1167,728,819,1435
2043,2043,2238,828,794,218
465,465,1400,79,1257,2206
1750,1750,257,638,1828,2
176,665,176,2403,1974,2360
1801,1801,839,1892,1084,1263
2445,2445,630,1780,787,251
1737,1737,1171,1153,2202,2201
2642,2642,2232,1846,874,809
2561,2561,175,19,955,926
2562,163,1010,1321,2411,2493
2563,2563,2158,1606,1098,143
644,644,2279,429,815,781
2184,965,2184,1405,1862,849
2483,2483,1989,1938,2301,2386
2183,163,1010,1321,2411,2493
2182,337,149,2182,539,1638
2181,2181,1789,168,2645,1512
2180,2180,1548,867,755,1055
1001,1568,2122,1736,770,1001
1002,2399,1887,1002,1771,628
1810,1810,2116,513,2598,1572
1315,157,1315,2120,2662,1711
1218,1218,1076,1582,2196,1455
1693,254,1693,978,1581,1588
1692,1592,2548,619,1507,1193
2240,2240,1761,98,656,836
1423,1423,282,2263,48,404
2420,2420,603,2431,1596,1181
1441,1441,672,2532,662,174
2621,454,1303,2621,561,2455
31,85,31,1313,1809,2721
82,2204,82,125,1455,605
2223,2223,801,304,204,712
2161,2161,2580,856,2391,142
1243,1243,2605,1087,1105,1781
732,732,2580,386,640,2159
2246,2246,2102,2027,1679,499
2377,2377,461,1064,2511,1125
351,351,1793,1626,95,528
2543,2543,944,385,1895,1060
566,566,366,2521,614,2540
1284,800,1333,1284,1668,177
655,605,2074,655,82,2204
1427,1342,2207,489,1480,1648
2591,2591,1184,261,2557,266
361,1790,1941,361,1304,843
1053,2308,1053,2668,1114,1389
150,163,1010,1321,2411,2493
2359,492,1321,2144,1915,2584
1708,1708,1843,2307,1132,467
2681,2681,1815,1010,1576,941
77,77,1022,655,605,2074
1888,1888,56,1710,2160,178
1467,1467,390,2326,161,1411
2558,2558,2007,707,2583,922
1957,478,1957,2478,629,1135
2633,502,2633,2062,939,2315
889,889,273,2316,486,1377
739,1664,739,1181,2349,383
757,757,2256,1583,491,1584
2069,2069,2324,2400,519,2411
1369,1369,1329,1897,1000,148
30,30,2521,614,374,2000
363,363,758,108,2231,1543
1929,1929,1475,1698,1189,15
1497,1497,1232,2436,197,1778
1046,1046,608,2542,791,695
336,336,1521,834,811,1232
2222,2222,156,1756,2354,651
1736,1568,2122,1736,770,1001
298,298,1821,2703,1328,165
484,484,1372,1924,1047,41
2168,2168,2568,1970,2079,1820
308,308,2669,1662,639,1977
693,693,2270,198,2262,2560
284,284,1479,1493,116,1965
1410,1410,1429,166,201,170
472,472,143,426,1392,2470
95,95,2193,707,1695,1626
1501,1501,907,1102,221,815
1743,1743,1024,10,657,2005
2689,1224,2689,2507,2215,400
2166,2166,1430,782,1131,714
2662,2662,2117,1711,1315,307
474,474,727,1900,368,1050
96,915,1825,96,241,487
1236,1236,2632,1244,1655,2284
1440,1440,1856,657,2234,333
471,471,370,704,2731,1240
470,540,1325,675,470,1763
391,391,1135,1465,2000,1490
76,76,1037,1539,1144,2063
97,97,362,1553,0,886
1305,1305,195,1138,300,1056
2047,2047,2682,2085,2140,2220
34,34,1721,2473,2663,1591
473,492,1321,2144,1915,2584
1078,1078,2185,1411,390,1221
1263,1263,497,316,1801,1621
1170,1170,1324,680,1118,1356
40,1256,40,0,1784,2455
945,945,884,2278,1492,1237
1177,1177,1285,2243,1766,2169
1290,2727,2030,1259,1290,1194
108,108,497,316,1892,363
999,999,830,2006,146,563
2123,2123,562,2065,773,2217
1065,1065,86,18,646,1986
329,329,2184,1764,675,965
383,383,527,1664,739,810
1080,1080,146,1723,909,535
2431,2431,1547,2290,1806,2713
2654,24,2654,2259,570,995
2031,488,2031,1027,507,1061
1294,1294,622,2715,1226,608
1295,1295,2251,1187,1829,1762
1296,1296,841,1772,69,1418
1297,1297,68,1774,1203,2124
1293,1293,839,2712,2079,2382
1679,1679,499,909,1723,2723
1680,1680,1512,1220,1804,1285
817,817,1656,1980,353,419
1551,525,1551,547,2015,247
2683,2683,1735,108,286,1812
233,233,1550,880,52,2571
8,8,1578,2440,345,1
998,2099,998,1671,2442,1533
539,337,149,2182,539,1638
1375,1375,1113,2413,2415,1138
877,877,1151,464,1369,1527
766,766,2055,1917,1461,1406
2636,2636,976,2105,1849,1357
2637,2637,2511,998,1990,2099
663,663,1879,1140,1419,554
870,870,1586,1194,1290,1259
836,836,2699,1930,1091,719
1199,1631,1199,1276,319,1762
1140,1140,1341,663,795,1150
938,938,1812,2510,1160,1550
2336,2336,2014,1908,967,1987
995,995,2259,24,2654,2408
969,2083,28,2354,1902,1614
1155,1155,1561,432,1083,866
2315,780,939,2315,1975,1838
1893,1044,1893,586,1483,2330
2253,2253,2265,194,1840,560
629,629,1957,478,1552,697
754,754,1651,1319,2678,1432
599,599,1937,921,1398,2537
600,600,2226,2346,1360,1350
753,753,765,379,1693,319
993,993,2590,90,481,181
974,974,315,1516,304,418
820,2041,820,738,733,1642
2401,492,1321,2144,1915,2584
645,2645,104,645,549,470
1169,1169,409,1741,484,1910
751,751,403,1818,468,525
1366,1366,1820,1306,5,2382
1211,1211,2488,2060,592,1712
1694,1694,1882,1318,37,277
125,2204,82,125,1455,605
126,126,2272,2640,385,175
1653,2517,1216,223,122,1653
1647,1647,2351,1003,2505,2650
157,157,1315,2120,2662,1711
1618,1618,1393,2113,2278,831
2030,2727,2030,1259,1290,1194
1981,1397,1981,2179,2116,1810
1602,1602,339,2640,2272,893
2624,2624,1251,597,512,1563
1209,1209,944,2657,1059,439
256,256,655,2074,1731,605
2602,2602,1027,460,1961,685
268,268,2451,2289,530,1018
280,280,961,597,836,719
2062,2062,1350,1816,1557,2633
2066,2066,573,1990,879,2412
2625,1200,2357,2625,106,1055
2676,313,1635,2524,703,1301
101,101,165,1821,1328,2703
99,498,99,1855,1538,841
1892,1892,108,301,1129,2137
1903,238,1998,1289,1696,2592
1891,1891,1434,1068,556,989
1882,1882,2701,1694,2054,1318
1914,2237,1914,916,1850,1332
1915,492,1321,2144,1915,2584
12,12,247,1287,515,774
1829,1534,1829,2091,1295,2537
1807,1807,1974,176,665,2403
25,25,2355,417,2347,2286
26,26,2678,137,717,1289
36,36,1235,2263,775,984
1785,2684,1926,1977,1785,308
1782,1782,43,1987,296,2433
69,69,397,106,1200,1314
1749,1749,863,2237,916,1914
1962,1962,138,2019,1930,2699
1966,1966,1283,1620,2409,2661
1734,1734,978,1581,254,1693
1534,1534,1829,2091,1295,2537
2076,2076,1920,1036,2710,411
1580,1580,833,1160,2138,1846
2084,2084,2692,1191,758,15
2538,2726,2538,322,715,440
420,420,1123,2191,1252,563
1389,786,1389,962,950,1053
440,440,2538,2726,1717,322
2512,2512,350,943,827,1162
1339,1339,2449,1088,472,1629
506,506,2209,2097,640,1180
2491,2491,410,850,2002,998
515,515,2486,12,935,247
2192,2192,1908,113,2387,2441
1291,1291,2022,662,718,1225
1285,1285,2243,2626,1177,240
2207,1342,2207,489,1480,1648
1280,1280,1579,868,1762,319
2471,2564,2471,1118,1563,2391
2541,2541,4,2059,1490,1399
2126,2126,866,853,91,1190
426,426,472,143,698,1104
345,8,1578,2440,345,1
1509,1509,338,158,1623,493
2574,408,2134,2574,1720,801
317,317,1808,324,1869,19
2570,2570,161,686,1024,630
2094,2094,314,2352,310,1042
319,868,1276,1762,319,1199
335,335,2139,1196,1299,2567
337,337,149,2182,539,1638
2550,2039,1371,2550,113,388
2112,1576,425,2620,2306,2544
915,915,1825,96,241,487
1433,313,1635,2524,703,1301
2725,2725,2478,1526,1199,1631
1786,1786,1444,2189,1889,1005
2337,2337,2567,283,1945,2297
2362,2362,106,2625,1200,2357
504,504,1468,496,2492,2315
224,492,1321,2144,1915,2584
1404,163,1010,1321,2411,2493
623,623,961,1134,1805,1112
1393,1393,1618,2084,2333,190
1999,1999,160,315,82,974
1361,163,1010,1321,2411,2493
1422,2397,1422,279,1062,369
1703,1703,2045,2463,2493,1080
1336,1336,1081,2279,567,205
1746,1746,2188,788,1640,587
779,779,246,430,2364,1352
2270,693,2270,198,2262,2560
19,19,926,1187,1921,2561
2582,2582,1554,204,1399,2458
759,759,1967,272,1376,2045
1902,2083,28,2354,1902,1614
110,110,1082,598,358,1544
584,1268,1859,2174,1689,1145
583,1750,257,638,1828,2
569,492,1321,2144,1915,2584
109,1355,1299,109,1196,403
2622,2622,13,620,159,2214
18,2334,18,748,2296,1193
2598,1450,2598,1858,430,1980
2694,2694,888,186,1803,856
198,198,1495,1305,1113,2413
650,650,219,258,2466,899
799,799,1626,266,1806,1547
1900,474,727,1900,368,1050
1259,2727,2030,1259,1290,1194
2034,163,1010,1321,2411,2493
1584,757,2256,1583,491,1584
2150,2150,2549,412,920,1097
1813,1813,1761,2240,658,570
1583,757,2256,1583,491,1584
2151,2151,588,1450,1242,2598
972,58,1963,637,51,1535
2028,2028,414,2557,2142,1465
1998,238,1998,1289,1696,2592
1997,1997,612,1867,1160,1649
621,446,621,1877,2713,1881
608,608,1626,226,622,2005
1353,1996,1809,213,2721,1353
409,409,2266,191,698,1392
1685,492,1321,2144,1915,2584
1240,1240,2018,2268,2040,1649
188,1042,1208,1633,2274,188
787,787,614,548,374,1943
1525,1525,947,1311,2292,603
2455,2455,1951,2621,454,412
2241,2241,2441,2085,2516,2395
206,1063,206,2367,2095,2394
2521,2521,30,566,2000,614
287,287,2500,232,1620,173
2522,2522,2569,1539,1496,2644
453,453,2010,2558,2007,625
2057,2057,251,2054,2121,2445
2058,2058,1026,2372,876,2365
2011,163,1010,1321,2411,2493
545,545,1766,2169,2432,1667
971,971,2284,1354,2573,2016
667,667,354,940,1594,2484
804,804,62,1362,1832,2329
1334,1334,1593,971,344,666
1908,1908,144,2732,2192,2336
2295,2295,332,1133,2339,1498
2140,2140,2682,2047,2641,2085
2141,2141,1640,788,267,1069
2142,2142,810,1379,414,1799
365,1976,2038,699,679,1873
507,1654,507,1923,2131,1991
970,970,2685,509,1214,2012
2418,2418,672,187,2532,1895
1184,1184,2595,452,2213,2591
2542,2542,722,1385,239,595
1873,1976,2038,699,679,1873
1322,1150,1322,696,1341,2216
1150,1150,1322,696,1341,2216
1588,1588,2259,24,2654,698
264,264,1084,424,1939,16
2713,1877,2713,2608,467,1547
1201,1201,1439,1104,153,898
1724,1724,1457,1449,747,635
1725,1842,2033,1725,65,2495
1723,535,1723,909,1576,2112
2306,1576,425,2620,2306,2544
2425,406,2425,994,417,2347
1045,1045,701,1601,2381,849
71,71,1710,151,734,208
1757,1757,2524,313,2676,1635
258,258,219,650,899,992
1979,1979,1005,414,2307,1780
1642,1642,1486,2251,1295,2535
311,311,1141,2107,1927,1054
701,1045,701,1601,2381,849
2402,318,2402,828,2586,2051
1266,2727,2030,1259,1290,1194
174,249,174,1225,1777,429
2117,2662,2117,1711,1315,307
2177,2177,1999,1327,1460,1605
1740,1740,174,249,2418,1103
2291,2291,1088,75,967,88
1063,1063,206,2367,2095,2394
1974,665,176,2403,1974,2360
1975,2687,1975,200,2589,14
1976,1976,2038,699,679,1873
1977,2684,1926,1977,1785,308
1376,1376,1967,2404,2463,1087
1024,1024,2664,27,2213,686
316,316,497,2658,108,1812
2309,2309,1928,642,1549,1669
1012,1345,1012,20,742,925
1013,1013,1864,1500,2289,2665
1505,1505,1070,1267,2561,1552
2545,2545,2232,1954,244,2159
1669,1669,2209,1084,184,604
1358,1358,2381,701,1601,1045
1332,1976,2038,699,679,1873
932,932,204,2362,2605,2599
2195,2195,2705,592,1940,991
1496,1496,1503,2522,228,2519
912,912,1189,1773,541,1359
1524,1592,2548,619,1507,1193
1904,1904,1478,1344,202,74
1561,1561,190,1492,1210,178
892,892,2067,119,1327,659
309,1838,309,1964,1471,1273
593,593,1384,1127,651,894
217,217,370,704,2332,1726
1480,1342,2207,489,1480,1648
795,795,1752,389,2170,2514
1722,1722,500,2073,747,1544
1744,337,149,2182,539,1638
2709,2709,1516,2238,1385,2021
1928,1928,2309,1549,642,2209
872,872,2677,2577,1780,387
873,2398,2647,1683,616,873
2340,2340,329,2130,2125,1356
1978,1978,114,2158,2177,854
879,2412,879,334,984,775
925,44,925,742,1345,1012
1356,1356,1519,1558,1031,1720
1847,1751,1847,1278,1776,1706
1344,1344,1904,803,2299,632
2193,2193,95,608,1616,140
2599,2599,2474,614,1826,1714
2727,2727,2030,1259,1290,1194
1545,1545,2447,2698,1111,240
1287,1287,12,1867,1522,1997
422,422,1490,2528,51,1963
1982,1982,1862,965,2223,2184
359,359,1683,873,1655,753
688,688,93,1935,243,118
1450,1450,2598,1858,430,1980
2040,2040,2018,1240,2268,1910
1107,1107,877,1151,271,2665
596,596,2602,1961,460,685
331,2310,2485,331,642,1973
2417,2417,2474,1479,303,1826
1082,110,1082,598,358,1544
1025,1025,540,675,470,1325
2298,2298,1099,2676,2718,1986
191,191,529,2609,2266,597
1640,788,1640,1069,2141,2289
367,367,2660,1952,2311,2553
1061,1061,488,2031,1991,1802
1029,1029,1824,458,2045,1451
1991,1654,507,1923,2131,1991
2466,2466,2101,1094,1004,2254
1481,2490,1481,2474,1226,2715
1857,1857,2142,1608,2145,810
2136,2136,1030,1388,1777,876
1333,800,1333,1284,1668,177
1428,1428,601,1925,1391,1264
1570,943,1413,2321,2430,827
371,371,380,1229,460,1850
1121,1121,1288,342,1448,1947
1120,1120,523,1357,2148,1484
1123,1252,2191,1123,2503,420
1122,1122,758,1198,983,1272
2423,2423,575,294,2163,1498
1469,1469,1417,151,734,399
112,112,2089,312,961,938
2214,2214,534,1917,282,2622
1167,2407,1167,819,959,859
2479,2479,2540,172,825,1445
2078,2078,1880,1846,716,385
2080,2080,1211,1261,1552,1946
2079,2079,297,2168,2281,834
1695,1695,1608,2120,1938,1799
1221,1221,731,878,2185,1078
1397,1397,1981,2179,2116,1810
652,652,2344,187,2277,2212
868,868,1276,1762,319,1199
1398,1398,921,2118,599,1394
2715,2715,1226,2117,1711,1799
2714,2714,1839,10,560,1591
724,724,202,2132,2278,831
436,436,1258,1735,15,758
1235,1235,2724,321,2132,2523
684,684,102,1932,1044,705
960,960,2316,1377,486,2237
685,2602,1027,460,1961,685
1411,1411,465,2326,1078,1004
1143,1143,2202,1171,1573,149
784,784,796,2383,372,2072
1142,1142,2412,334,879,658
785,1033,785,928,1443,679
909,535,1723,909,1576,2112
1530,1530,656,1813,613,2414
908,908,1460,2353,1327,992
1795,1795,2332,1728,217,2052
1935,688,93,1935,243,118
1531,1531,222,2225,758,818
1532,1028,988,1446,1213,1948
1533,1533,2442,1368,275,2002
1656,1656,817,208,416,173
1846,1846,809,2642,2078,2232
2581,163,1010,1321,2411,2493
152,152,990,146,272,2285
1582,1582,2513,1076,2391,2010
1803,1803,1444,2189,2457,2429
1804,1804,1680,1933,505,1287
588,588,547,1424,2650,2151
526,526,1309,1063,206,1535
1589,1589,523,2448,1745,2325
1154,1833,482,1154,412,2493
1152,577,1152,1117,1179,899
1683,2398,2647,1683,616,873
1153,1153,1254,1818,1562,1600
1624,1342,2207,489,1480,1648
606,163,1010,1321,2411,2493
2720,2720,146,2040,716,1454
229,229,1081,1899,1188,205
239,239,2299,856,758,171
240,240,2709,888,1545,186
241,915,1825,96,241,487
243,688,93,1935,243,118
238,238,1998,1289,1696,2592
242,242,834,340,1470,2712
2647,2398,2647,1683,616,873
985,985,303,1400,622,2417
1500,1500,56,2289,1261,1712
1490,2528,1490,867,422,1431
209,209,2387,113,2262,2690
2339,1133,2339,332,310,1069
2413,1375,1113,2413,2415,1138
1352,2364,1352,481,779,215
630,630,2716,2445,434,622
2390,2390,798,959,2013,2586
1271,1271,1306,822,1659,2281
2564,2564,2471,1118,1563,2391
843,1790,1941,361,1304,843
2104,1079,2104,737,1469,709
2409,2409,1283,316,497,640
1185,1185,808,111,740,885
2611,2611,1030,1755,1906,2136
148,490,148,320,1000,1897
2202,1143,2202,1171,1573,149
1425,1425,790,1562,1039,2643
86,86,991,2526,2309,1798
2484,2484,399,2556,555,883
1784,1784,1951,495,853,1023
340,340,2568,2712,2109,2248
1231,1231,2154,1206,2194,1783
147,147,307,2595,2213,2437
918,918,1887,2016,2171,743
816,816,658,2454,1142,1813
2461,915,1825,96,241,487
1219,1219,741,1165,631,1973
979,979,1569,803,1885,392
1114,1114,1053,2668,2308,1499
2704,163,1010,1321,2411,2493
653,653,521,548,1943,1223
2044,2044,1326,1376,888,1967
2316,960,2316,1377,486,2237
375,375,1628,1403,21,1374
641,641,2497,1645,2498,2482
2468,2468,1059,2657,2475,2113
1451,1451,993,643,1108,57
2234,2234,333,309,2567,1471
1820,1820,1247,2168,1058,1366
2185,2185,2557,521,731,1221
1590,1590,511,421,191,2626
1000,490,148,320,1000,1897
333,333,279,2005,2577,622
2186,2186,2450,666,2070,193
2505,2505,868,1276,950,1762
1062,1062,2431,10,226,2005
2187,2187,924,2373,2530,848
2500,2500,1015,287,1905,815
2499,2499,2108,2052,1326,2313
2497,2497,2498,2482,641,1628
883,883,2168,2015,555,435
2498,2498,2482,2494,212,587
1867,1997,612,1867,1160,1649
864,864,1786,1459,1781,1444
823,823,620,2546,1488,534
2397,2397,1422,279,1062,369
543,543,293,2057,251,2566
1761,2240,1761,98,656,836
1762,868,1276,1762,319,1199
1763,1950,1763,470,540,1325
131,131,2279,1822,2500,611
1400,1400,2142,465,2457,985
1591,1591,783,2714,2453,1606
1431,867,1431,2059,561,801
1432,1432,2682,2047,1651,2043
1027,2602,1027,460,1961,685
716,716,1454,392,999,232
2344,2344,347,2696,2409,1283
1301,313,1635,2524,703,1301
2055,766,2055,1917,1461,1406
427,427,2604,2650,620,860
2559,2559,2120,1132,157,1315
27,27,2595,1024,266,199
1300,83,1300,1644,1737,751
342,342,1288,1121,1947,676
1735,1735,436,108,758,2683
1789,2181,1789,168,2645,1512
