,parent note,mid note,child note,count
2347,Floral notes , Plants,Common rush,1
2348,Floral notes , Plants,Common self-heal,1
2349,Floral notes , Plants,Cordia,1
2350,Floral notes , Plants,Corsican stonecrop,1
2351,Floral notes , Plants,Corydalis,1
2352,Floral notes , Plants,Cress,1
2353,Floral notes , Plants,Cymbopetalum penduliflorum,1
2354,Floral notes , Plants,Cypress spurge,1
2355,Floral notes , Plants,Dianthus tenuifolius,1
2356,Floral notes , Plants,Duranta,1
2357,Floral notes , Plants,Ericameria nauseosa,1
2358,Floral notes , Plants,Ericameria suffruticosa,1
2359,Floral notes , Plants,Eriogonum fasciculatum,1
2360,Floral notes , Plants,Erythroxylum coca,1
2361,Floral notes , Plants,Euphorbia hypericifolia,1
2362,Floral notes , Plants,Fittonia root,1
2363,Floral notes , Plants,Fringeleaf wild petunia,1
2364,Floral notes , Plants,Galega,1
2365,Floral notes , Plants,Gandaria,1
2366,Floral notes , Plants,Geniostoma borbonicum,1
2367,Floral notes , Plants,Giant hogweed,1
2368,Floral notes , Plants,Glechoma hederacea,1
2369,Floral notes , Plants,Gnaphalium polycephalum,1
2370,Floral notes , Plants,Grevillea,1
2371,Floral notes , Plants,Hawaiian ginger flower,1
2372,Floral notes , Plants,Hemizygia petiolata,1
2373,Floral notes , Plants,Henbane,1
2374,Floral notes , Plants,Hogweed,1
2375,Floral notes , Plants,honey euryops,1
2376,Floral notes , Plants,Horehound,1
2377,Floral notes , Plants,Hydnocarpus wightianus,1
2378,Floral notes , Plants,Indian cork tree,1
2379,Floral notes , Plants,Indian laurel,1
2380,Floral notes , Plants,Indian orange jessamine,1
2381,Floral notes , Plants,Ironwort,1
2382,Floral notes , Plants,Japanese laurel,1
2383,Floral notes , Plants,Japanese mahonia,1
2384,Floral notes , Plants,Japanese pieris,1
2385,Floral notes , Plants,Judas tree,1
2386,Floral notes , Plants,Kei apple,1
2387,Floral notes , Plants,Konjac,1
2388,Floral notes , Plants,Krameria root,1
2389,Floral notes , Plants,Kusum tree,1
2390,Floral notes , Plants,Lamiaceae,1
2391,Floral notes , Plants,Lemonwood,1
2392,Floral notes , Plants,Leucosidea sericea,1
2393,Floral notes , Plants,Lobelia,1
2394,Floral notes , Plants,Maguireothamnus speciosus,1
2395,Floral notes , Plants,Mahuwa,1
2396,Floral notes , Plants,Malosma,1
2397,Floral notes , Plants,Melia azedarach,1
2398,Floral notes , Plants,Mesua ferrea absolute,1
2399,Floral notes , Plants,Meum,1
2400,Floral notes , Plants,Milk thistle,1
2401,Floral notes , Plants,Milkwood,1
2402,Floral notes , Plants,Mimusops elengi,1
2403,Floral notes , Plants,Mohave yucca,1
2404,Floral notes , Plants,Monstera,1
2405,Floral notes , Plants,Moss campion,1
2406,Floral notes , Plants,Myrica pensylvanica,1
2407,Floral notes , Plants,Ocotillo,1
2408,Floral notes , Plants,Olearia argophylla,1
2409,Floral notes , Plants,Osyris,1
2410,Floral notes , Plants,Otostegia integrifolia,1
2411,Floral notes , Plants,Pacific serviceberry,1
2412,Floral notes , Plants,Pelargonium sidoides,1
2413,Floral notes , Plants,Plume thistle,1
2414,Floral notes , Plants,Podocarpus totara,1
2415,Floral notes , Plants,Pollia condensata,1
2416,Floral notes , Plants,Pomaderris kumeraho,1
2417,Floral notes , Plants,Prosopis alba,1
2418,Floral notes , Plants,Pseudowintera,1
2419,Floral notes , Plants,Psorothamnus arborescens,1
2420,Floral notes , Plants,Psorothamnus spinosus,1
2421,Floral notes , Plants,Psychotria elata,1
2422,Floral notes , Plants,Ragged lady absolute,1
2423,Floral notes , Plants,Rue,1
2424,Floral notes , Plants,Ruellia,1
2425,Floral notes , Plants,Ruizia cordata,1
2426,Floral notes , Plants,Sagina subulata,1
2427,Floral notes , Plants,Salvadora persica,1
2428,Floral notes , Plants,Santalum acuminatum,1
2429,Floral notes , Plants,Senna alata,1
2430,Floral notes , Plants,Silver cinquefoil,1
2431,Floral notes , Plants,Snake plant,1
2432,Floral notes , Plants,Snowberry,1
2433,Floral notes , Plants,Solomon's seal leaf,1
2434,Floral notes , Plants,Sophora,1
2435,Floral notes , Plants,St. Benedict's thistle,1
2436,Floral notes , Plants,Strobilanthes,1
2437,Floral notes , Plants,Tamarillo,1
2438,Floral notes , Plants,Teasel,1
2439,Floral notes , Plants,Thelesperma,1
2440,Floral notes , Plants,Tupelo tree,1
2441,Floral notes , Plants,Venus flytrap,1
2442,Floral notes , Plants,Viburnum carlesii,1
2443,Floral notes , Plants,Virola surinamensis,1
2444,Floral notes , Plants,Vitex,1
2445,Floral notes , Plants,Wacapou tree,1
2446,Floral notes , Plants,Water lobelia,1
2447,Floral notes , Plants,White fringetree,1
2448,Floral notes , Plants,White micromeria,1
2449,Floral notes , Plants,Wild basil,1
2450,Floral notes , Plants,Wild pear wood,1
2451,Floral notes , Plants,Winter honeysuckle,1
2452,Floral notes , Plants,Witch hazel,1
2453,Floral notes , Plants,Wrightia,1
2454,Floral notes , Plants,Ximenia americana,1
2455,Floral notes , Plants,Zantedeschia,1
2456,Floral notes , Poppy,Opium,133
2457,Floral notes , Poppy,Poppy,113
2458,Floral notes , Poppy,Red poppy,22
2459,Floral notes , Poppy,Corn rose,18
2460,Floral notes , Poppy,Opium poppy,16
2461,Floral notes , Poppy,Blue poppy,8
2462,Floral notes , Poppy,White poppy,8
2463,Floral notes , Poppy,Black poppy,4
2464,Floral notes , Poppy,Himalayan blue poppy,3
2465,Floral notes , Poppy,Poppy seed,3
2466,Floral notes , Poppy,California poppy,2
2467,Floral notes , Poppy,Himalaya poppy,2
2468,Floral notes , Poppy,Pink poppy,2
2469,Floral notes , Poppy,Provençal poppy,2
2470,Floral notes , Poppy,Turkish poppy,2
2471,Floral notes , Poppy,Arctic poppy,1
2472,Floral notes , Poppy,Mexican tulip poppy,1
2473,Floral notes , Poppy,Poppy bud,1
2474,Floral notes , Poppy,Violet poppy,1
2475,Floral notes , Primrose,Primrose,25
2476,Floral notes , Primrose,Water violet,6
2477,Floral notes , Primrose,Baby lotion,1
2478,Floral notes , Primrose,Primula scotica,1
2479,Floral notes , Primrose,White primrose,1
2480,Floral notes , Reseda,Reseda,79
2481,Floral notes , Reseda,Reseda leaf,1
2482,Floral notes , Rhododendron,Rhododendron,57
2483,Floral notes , Rhododendron,Rhododendron leaf,11
2484,Floral notes , Rhododendron,Greenland moss,9
2485,Floral notes , Rhododendron,Astratone,3
2486,Floral notes , Rhododendron,Healingwood®,2
2487,Floral notes , Rhododendron,Isoraldeine®,2
2488,Floral notes , Rhododendron,Labrador tea,2
2489,Floral notes , Rhododendron,Chinese rhododendron,1
2490,Floral notes , Rhododendron,Marsh Labrador tea,1
2491,Floral notes , Rhododendron,,Sandalore...
2492,Floral notes , Robinia,Black locust,21
2493,Floral notes , Robinia,Black locust beeswax,1
2494,Floral notes , Robinia,Black robinia,1
2495,Floral notes , Rose,Rose,21202
2496,Floral notes , Rose,Bulgarian rose,1450
2497,Floral notes , Rose,Damask rose,1222
2498,Floral notes , Rose,Turkish rose,1001
2499,Floral notes , Rose,White rose,620
2500,Floral notes , Rose,Rose absolute,574
2501,Floral notes , Rose,Red rose,346
2502,Floral notes , Rose,Moroccan rose,340
2503,Floral notes , Rose,Rosa centifolia,330
2504,Floral notes , Rose,Taif rose,299
2505,Floral notes , Rose,Wild rose,249
2506,Floral notes , Rose,Tea rose,212
2507,Floral notes , Rose,Rose otto,188
2508,Floral notes , Rose,Rose water,148
2509,Floral notes , Rose,Black rose,130
2510,Floral notes , Rose,Rosebud,125
2511,Floral notes , Rose,Moroccan rose absolute,119
2512,Floral notes , Rose,Pink rose,113
2513,Floral notes , Rose,Rose leaf,85
2514,Floral notes , Rose,Indian rose,64
2515,Floral notes , Rose,Grasse rose,63
2516,Floral notes , Rose,Rose attar,56
2517,Floral notes , Rose,Gallic rose,54
2518,Floral notes , Rose,English rose,53
2519,Floral notes , Rose,Dog rose,46
2520,Floral notes , Rose,Persian rose,46
2521,Floral notes , Rose,Rose oxide,42
2522,Floral notes , Rose,Eglantine rose,40
2523,Floral notes , Rose,Egyptian rose,40
2524,Floral notes , Rose,Candied rose,34
2525,Floral notes , Rose,Oriental rose,34
2526,Floral notes , Rose,Musk rose,29
2527,Floral notes , Rose,Blue rose,28
2528,Floral notes , Rose,Petalia®,27
2529,Floral notes , Rose,Green rose,26
2530,Floral notes , Rose,Yellow rose,26
2531,Floral notes , Rose,Bourbon rose,25
2532,Floral notes , Rose,Pomarose®,24
2533,Floral notes , Rose,Persian rose otto,21
2534,Floral notes , Rose,Rosa alba,19
2535,Floral notes , Rose,Grasse rose absolute,18
2536,Floral notes , Rose,Safraleine,17
2537,Floral notes , Rose,Russian rose,16
2538,Floral notes , Rose,Rose tea,15
2539,Floral notes , Rose,Arabian rose,14
2540,Floral notes , Rose,Chinese rose,12
2541,Floral notes , Rose,Damascenone,12
2542,Floral notes , Rose,Damascone,12
2543,Floral notes , Rose,Japanese rose,12
2544,Floral notes , Rose,Black Baccara rose,11
2545,Floral notes , Rose,Istanbul rose,11
2546,Floral notes , Rose,Rose Essential™,11
2547,Floral notes , Rose,Rose jam,11
2548,Floral notes , Rose,Himalayan rose,10
2549,Floral notes , Rose,Paul Smith rose,10
2550,Floral notes , Rose,Purple rose,10
2551,Floral notes , Rose,Garden rose,9
2552,Floral notes , Rose,Indian rose absolute,9
2553,Floral notes , Rose,Indonesian rose,9
2554,Floral notes , Rose,Rose honey,9
2555,Floral notes , Rose,Ward rose,9
2556,Floral notes , Rose,Alpine hedge rose,8
2557,Floral notes , Rose,Tunisian rose,8
2558,Floral notes , Rose,Baccara rose,7
2559,Floral notes , Rose,Italian rose,7
2560,Floral notes , Rose,Rosa rugosa,7
2561,Floral notes , Rose,Rose liqueur,7
2562,Floral notes , Rose,Afghan rose,6
2563,Floral notes , Rose,Egyptian rose absolute,6
2564,Floral notes , Rose,Rose macaron,6
2565,Floral notes , Rose,Rose of Sharon,6
2566,Floral notes , Rose,Rose thorn,6
2567,Floral notes , Rose,Citronellol,5
2568,Floral notes , Rose,Rose loukoum,5
2569,Floral notes , Rose,Rose oil,5
2570,Floral notes , Rose,Rose Orpur®,5
2571,Floral notes , Rose,Russian rose absolute,5
2572,Floral notes , Rose,Abyssinian rose,4
2573,Floral notes , Rose,Fantasia rose,4
2574,Floral notes , Rose,Georgian rose,4
2575,Floral notes , Rose,Greek Rose,4
2576,Floral notes , Rose,Omani rose,4
2577,Floral notes , Rose,Passion rose,4
2578,Floral notes , Rose,Phenylethyl alcohol,4
2579,Floral notes , Rose,Rose absolue Orpur®,4
2580,Floral notes , Rose,Rose wax,4
2581,Floral notes , Rose,Somalian rose,4
2582,Floral notes , Rose,Tuscan rose,4
2583,Floral notes , Rose,Bourbon rose absolute,3
2584,Floral notes , Rose,Burnet rose,3
2585,Floral notes , Rose,Eglantine rose leaf,3
2586,Floral notes , Rose,Emotion rose,3
2587,Floral notes , Rose,English garden rose,3
2588,Floral notes , Rose,Night-blooming rose,3
2589,Floral notes , Rose,Persian rose absolute,3
2590,Floral notes , Rose,Rambler rose,3
2591,Floral notes , Rose,Red rose absolute,3
2592,Floral notes , Rose,Rosa multiflora,3
2593,Floral notes , Rose,Rose nectar,3
2594,Floral notes , Rose,Rose syrup,3
2595,Floral notes , Rose,Russian rose otto,3
2596,Floral notes , Rose,Sun Goddess rose,3
2597,Floral notes , Rose,Asuka rose,2
2598,Floral notes , Rose,Blue Moon rose,2
2599,Floral notes , Rose,Brazilian rose,2
2600,Floral notes , Rose,Byzantine rose,2
2601,Floral notes , Rose,Caribbean rose,2
2602,Floral notes , Rose,City of London rose,2
2603,Floral notes , Rose,Croatian rose,2
2604,Floral notes , Rose,Delbard rose,2
2605,Floral notes , Rose,Diorama rose,2
2606,Floral notes , Rose,Dutch rose,2
2607,Floral notes , Rose,Finnish rose,2
2608,Floral notes , Rose,French rose water,2
2609,Floral notes , Rose,Hamanasu,2
2610,Floral notes , Rose,Kyoto rose,2
2611,Floral notes , Rose,Loving Memory rose,2
2612,Floral notes , Rose,Madame Isaac Pereire rose,2
2613,Floral notes , Rose,Maréchal Niel rose,2
2614,Floral notes , Rose,Midnight Rose,2
2615,Floral notes , Rose,Moldovan rose otto,2
2616,Floral notes , Rose,Pierre de Ronsard rose,2
2617,Floral notes , Rose,Rhodinol,2
2618,Floral notes , Rose,Rosa sherardii,2
2619,Floral notes , Rose,Rose CO2,2
2620,Floral notes , Rose,Rose Ultimate Extract™,2
2621,Floral notes , Rose,St Cecilia rose,2
2622,Floral notes , Rose,Sweet Juliet rose,2
2623,Floral notes , Rose,Tahitian rose,2
2624,Floral notes , Rose,Taif rose absolute,2
2625,Floral notes , Rose,Taif rose otto,2
2626,Floral notes , Rose,Texas rose,2
2627,Floral notes , Rose,Velasquez rose,2
2628,Floral notes , Rose,Virginia rose,2
2629,Floral notes , Rose,Wild rose absolute,2
2630,Floral notes , Rose,Afghan rose absolute,1
2631,Floral notes , Rose,African dog rose,1
2632,Floral notes , Rose,Amber Queen rose,1
2633,Floral notes , Rose,American Beauty rose,1
2634,Floral notes , Rose,Apricot Foundation rose,1
2635,Floral notes , Rose,Arabian rose otto,1
2636,Floral notes , Rose,Asian rose,1
2637,Floral notes , Rose,Asian wild rose,1
2638,Floral notes , Rose,Avalanche rose,1
2639,Floral notes , Rose,Black Halfeti rose,1
2640,Floral notes , Rose,Black Pearl rose,1
2641,Floral notes , Rose,Bulgarian Taif rose,1
2642,Floral notes , Rose,Burnt rose,1
2643,Floral notes , Rose,Bush rose,1
2644,Floral notes , Rose,Californian rose,1
2645,Floral notes , Rose,Carolina rose,1
2646,Floral notes , Rose,Cherokee rose,1
2647,Floral notes , Rose,Cliff-rose,1
2648,Floral notes , Rose,Colombian rose,1
2649,Floral notes , Rose,Crimean rose,1
2650,Floral notes , Rose,Darling rose,1
2651,Floral notes , Rose,Deep Secret rose,1
2652,Floral notes , Rose,Duchesse rose,1
2653,Floral notes , Rose,Eternity rose,1
2654,Floral notes , Rose,French Lace rose,1
2655,Floral notes , Rose,French pink rose,1
2656,Floral notes , Rose,French rose absolute,1
2657,Floral notes , Rose,Gabriel rose,1
2658,Floral notes , Rose,Gardenia rose,1
2659,Floral notes , Rose,Général Jacqueminot rose,1
2660,Floral notes , Rose,Geranyl acetate,1
2661,Floral notes , Rose,Halloween rose,1
2662,Floral notes , Rose,Hot Cocoa rose,1
2663,Floral notes , Rose,Iceberg rose,1
2664,Floral notes , Rose,Indian rose otto,1
2665,Floral notes , Rose,Indian wild rose,1
2666,Floral notes , Rose,Intrigue rose,1
2667,Floral notes , Rose,Italian wild rose,1
2668,Floral notes , Rose,Jacques Cartier rose,1
2669,Floral notes , Rose,Jamaican rose,1
2670,Floral notes , Rose,Jubilee Celebration rose,1
2671,Floral notes , Rose,Juliet Peach rose,1
2672,Floral notes , Rose,Juliette Gréco rose,1
2673,Floral notes , Rose,Just Joey rose,1
2674,Floral notes , Rose,Madame Butterfly rose,1
2675,Floral notes , Rose,Malmaison rose,1
2676,Floral notes , Rose,Manchester rose,1
2677,Floral notes , Rose,Mandarin rose,1
2678,Floral notes , Rose,Mary Anthony rose,1
2679,Floral notes , Rose,Mermaid rose,1
2680,Floral notes , Rose,Michèle Meilland rose,1
2681,Floral notes , Rose,Moldavian rose,1
2682,Floral notes , Rose,Montauk Rose,1
2683,Floral notes , Rose,Nepalese rose,1
2684,Floral notes , Rose,Norma-Jeane-Rose,1
2685,Floral notes , Rose,Ophelia rose,1
2686,Floral notes , Rose,Persian rose honey,1
2687,Floral notes , Rose,Peruvian rose,1
2688,Floral notes , Rose,Pink passion rose,1
2689,Floral notes , Rose,Pink rose otto,1
2690,Floral notes , Rose,Pompom rose,1
2691,Floral notes , Rose,Prairie rose,1
2692,Floral notes , Rose,Pretty Woman rose,1
2693,Floral notes , Rose,Rosa banksiae,1
2694,Floral notes , Rose,Rosa gigantea,1
2695,Floral notes , Rose,Rosa hugonis,1
2696,Floral notes , Rose,Rosa roxburghii,1
2697,Floral notes , Rose,Rose concrete,1
2698,Floral notes , Rose,Rose day accord,1
2699,Floral notes , Rose,Rose Givco 217,1
2700,Floral notes , Rose,Rose leaf absolute,1
2701,Floral notes , Rose,Rose otto absolute,1
2702,Floral notes , Rose,Rose powder,1
2703,Floral notes , Rose,Rose sugar,1
2704,Floral notes , Rose,Rose tree,1
2705,Floral notes , Rose,Rose tree,1
2706,Floral notes , Rose,Rose water,1
2707,Floral notes , Rose,Rosebud absolute,1
2708,Floral notes , Rose,Royal Princess rose,1
2709,Floral notes , Rose,Royal William rose,1
2710,Floral notes , Rose,Sahara rose,1
2711,Floral notes , Rose,Shrub rose,1
2712,Floral notes , Rose,Snow White rose,1
2713,Floral notes , Rose,South African rose leaf,1
2714,Floral notes , Rose,Spanish rose,1
2715,Floral notes , Rose,Splendens rose,1
2716,Floral notes , Rose,Sumatra rose,1
2717,Floral notes , Rose,Suriname rose,1
2718,Floral notes , Rose,Texan yellow rose,1
2719,Floral notes , Rose,Tibetan rose,1
2720,Floral notes , Rose,Tunisian rose absolute,1
2721,Floral notes , Rose,Victoria rose,1
2722,Floral notes , Rose,Violetta rose,1
2723,Floral notes , Rose,Water rose,1
2724,Floral notes , Rose,Wimbledon rose,1
2725,Floral notes , Rose,Wood's wild rose,1
2726,Floral notes , Spikenard,Spikenard,262
2727,Floral notes , Spikenard,Nepalese nard,6
2728,Floral notes , Spikenard,American spikenard,3
2729,Floral notes , Stephanotis,Stephanotis,58
2730,Floral notes , Stephanotis,Stephanotis leaf,1
2731,Floral notes , Sunflower,Sunflower,128
2732,Floral notes , Sunflower,French sunflower,1
2733,Floral notes , Sunflower,Sunflower pollen,1
2734,Floral notes , Sunflower,Thelesperma,1
2735,Floral notes , Sweet pea,Sweet pea,257
2736,Floral notes , Sweet pea,Bermuda sweet pea,1
2737,Floral notes , Sweet pea,Pink sweet pea,1
2738,Floral notes , Tagetes,Tagetes,596
2739,Floral notes , Tagetes,Egyptian marigold,7
2740,Floral notes , Tagetes,French tagetes,7
2741,Floral notes , Tagetes,Indian tagetes,7
2742,Floral notes , Tagetes,South African marigold,5
2743,Floral notes , Tagetes,Tagetes absolute,5
2744,Floral notes , Tagetes,Madagascan marigold,3
2745,Floral notes , Tagetes,Marigold leaf,2
2746,Floral notes , Tagetes,Chinese tagetes,1
2747,Floral notes , Tagetes,Pink tagetes,1
2748,Floral notes , Tagetes,Spanish tagetes,1
2749,Floral notes , Tagetes,Tagetes lucida,1
2750,Floral notes , Tagetes,Tagetes minuta,1
2751,Floral notes , Tansy,Blue tansy,52
2752,Floral notes , Tansy,Tansy,9
2753,Floral notes , Tiaré,Tiaré,723
2754,Floral notes , Tiaré,Monoï,90
2755,Floral notes , Tiaré,Tiaré absolute,23
2756,Floral notes , Tiaré,Hawaiian monoï,1
2757,Floral notes , Tuberose,Tuberose,4152
2758,Floral notes , Tuberose,Tuberose absolute,254
2759,Floral notes , Tuberose,Indian tuberose,107
2760,Floral notes , Tuberose,Indian tuberose absolute,35
2761,Floral notes , Tuberose,Mexican tuberose,16
2762,Floral notes , Tuberose,French tuberose,9
2763,Floral notes , Tuberose,Egyptian tuberose,7
2764,Floral notes , Tuberose,Grasse tuberose,6
2765,Floral notes , Tuberose,Colombian tuberose,4
2766,Floral notes , Tuberose,Grasse tuberose absolute,4
2767,Floral notes , Tuberose,Hawaii tuberose,3
2768,Floral notes , Tuberose,Indian tuberose concrete,3
2769,Floral notes , Tuberose,Pink tuberose,3
2770,Floral notes , Tuberose,Madagaskar tuberose,2
2771,Floral notes , Tuberose,Italian tuberose,1
2772,Floral notes , Tuberose,Mexican tuberose absolute,1
2773,Floral notes , Tuberose,Moroccan tuberose,1
2774,Floral notes , Tuberose,Spanish tuberose,1
2775,Floral notes , Tuberose,Tuberose concrete,1
2776,Floral notes , Tulip,Tulip,123
2777,Floral notes , Tulip,Calochortus,8
2778,Floral notes , Tulip,Black tulip,7
2779,Floral notes , Tulip,Pink tulip,7
2780,Floral notes , Tulip,French tulip,5
2781,Floral notes , Tulip,Red tulip,5
2782,Floral notes , Tulip,White tulip,4
2783,Floral notes , Tulip,Parrot tulip,3
2784,Floral notes , Tulip,Tulip leaf,3
2785,Floral notes , Tulip,Yellow tulip,3
2786,Floral notes , Tulip,Tulip stalk,2
2787,Floral notes , Tulip,Blue tulip,1
2788,Floral notes , Tulip,Dutch tulip,1
2789,Floral notes , Tulip,Dutch tulip,1
2790,Floral notes , Tulip,Queen-of-the-night tulip,1
2791,Floral notes , Tulip,Verona tulip,1
2792,Floral notes , Violet,Violet,7596
2793,Floral notes , Violet,Violet leaf,2426
2794,Floral notes , Violet,Black violet,83
2795,Floral notes , Violet,Parma violet,68
2796,Floral notes , Violet,French violet,51
2797,Floral notes , Violet,White violet,48
2798,Floral notes , Violet,African violet,37
2799,Floral notes , Violet,Violet root,37
2800,Floral notes , Violet,Sweet violet,35
2801,Floral notes , Violet,Candied violet,31
2802,Floral notes , Violet,Violet absolute,31
2803,Floral notes , Violet,Green violet,20
2804,Floral notes , Violet,Hooded violet,20
2805,Floral notes , Violet,Ionone,18
2806,Floral notes , Violet,Egyptian violet,13
2807,Floral notes , Violet,Violet candy,8
2808,Floral notes , Violet,Italian violet,7
2809,Floral notes , Violet,Pink violet,4
2810,Floral notes , Violet,Violet bud,4
2811,Floral notes , Violet,Early dog-violet,3
2812,Floral notes , Violet,Moroccan violet,3
2813,Floral notes , Violet,Provençal violet,3
2814,Floral notes , Violet,Violet liqueur,3
2815,Floral notes , Violet,Violet water,3
2816,Floral notes , Violet,Grasse violet,2
2817,Floral notes , Violet,Japanese violet,2
2818,Floral notes , Violet,Viola hederacea,2
2819,Floral notes , Violet,Viola purpurea,2
2820,Floral notes , Violet,Violet sugar,2
2821,Floral notes , Violet,Bulgarian violet,1
2822,Floral notes , Violet,CB Violet Empress,1
2823,Floral notes , Violet,Common dog-violet,1
2824,Floral notes , Violet,Dune violet,1
2825,Floral notes , Violet,Fen violet,1
2826,Floral notes , Violet,Himalaya violet,1
2827,Floral notes , Violet,Indian violet,1
2828,Floral notes , Violet,Marsh violet,1
2829,Floral notes , Violet,Provençal violet,1
2830,Floral notes , Violet,Victoria Regina violet,1
2831,Floral notes , Violet,Viola biflora,1
2832,Floral notes , Violet,Violet jam,1
2833,Floral notes , Violet,Violet tea,1
2834,Floral notes , Water lily,Water lily,575
2835,Floral notes , Water lily,Blue lotus,183
2836,Floral notes , Water lily,European white water lily,13
2837,Floral notes , Water lily,Pink water lily,7
2838,Floral notes , Water lily,Victoria amazonica,7
2839,Floral notes , Water lily,Water lily leaf,6
2840,Floral notes , Water lily,Indian blue water lily,3
2841,Floral notes , Water lily,Night-blooming water lily,3
2842,Floral notes , West Indian lantana,West Indian lantana,21
2843,Floral notes , West Indian lantana,West Indian lantana leaf,3
2844,Floral notes , White flowers,Jasmine,25275
2845,Floral notes , White flowers,Lily of the valley,8464
2846,Floral notes , White flowers,Orange blossom,8343
2847,Floral notes , White flowers,Ylang-ylang,7237
2848,Floral notes , White flowers,Neroli,5013
2849,Floral notes , White flowers,Tuberose,4152
2850,Floral notes , White flowers,Gardenia,3249
2851,Floral notes , White flowers,Jasmine sambac,2030
2852,Floral notes , White flowers,White blossoms,1619
2853,Floral notes , White flowers,Tiaré,723
2854,Floral notes , White flowers,Jasminum grandiflorum,410
2855,Floral notes , White flowers,Jasminum auriculatum,100
2856,Floral notes , White flowers,Monoï,90
2857,Floral notes , White flowers,Starfleur™ 40,3
2858,Floral notes , White flowers,White flower buds,3
2859,Floral notes , White flowers,White flowers absolute,2
2860,Floral notes , Wisteria,Wisteria,246
2861,Floral notes , Wisteria,Blue wisteria,4
2862,Floral notes , Wisteria,White wisteria,4
2863,Floral notes , Wisteria,Japanese wisteria,3
2864,Floral notes , Wisteria,French wisteria,1
2865,Floral notes , Ylang-ylang,Ylang-ylang,7237
2866,Floral notes , Ylang-ylang,Madagascan ylang-ylang,124
2867,Floral notes , Ylang-ylang,Comorian ylang-ylang,115
2868,Floral notes , Ylang-ylang,Ylang-ylang absolute,48
2869,Floral notes , Ylang-ylang,Indonesian ylang-ylang,16
2870,Floral notes , Ylang-ylang,Polynesian ylang-ylang,8
2871,Floral notes , Ylang-ylang,Bourbon ylang-ylang,6
2872,Floral notes , Ylang-ylang,Mayotte ylang-ylang,5
2873,Floral notes , Ylang-ylang,Artabotrys hexapetalus,4
2874,Floral notes , Ylang-ylang,Ghanaian ylang-ylang,3
2875,Floral notes , Ylang-ylang,Thai ylang-ylang,3
2876,Floral notes , Ylang-ylang,French ylang-ylang,2
2877,Floral notes , Ylang-ylang,Malayan ylang-ylang,2
2878,Floral notes , Ylang-ylang,African ylang-ylang,1
2879,Floral notes , Ylang-ylang,Artabotrys siamensis,1
2880,Floral notes , Ylang-ylang,Bourbon ylang-ylang absolute,1
2881,Floral notes , Ylang-ylang,Comorian ylang-ylang Orpur®,1
2882,Floral notes , Ylang-ylang,Madagascan ylang-ylang absolute,1
2883,Floral notes , Ylang-ylang,Melodorum siamensis,1
2884,Floral notes , Ylang-ylang,Ylang-ylang Orpur®,1
2885,Fragrance ingredients , Ambroxan,Ambroxan,759
2886,Fragrance ingredients , Ambroxan,Ambrox,322
2887,Fragrance ingredients , Ambroxan,Orcanox,68
2888,Fragrance ingredients , Cashmere wood,Cashmere wood,1410
2889,Fragrance ingredients , Cashmere wood,Cashmeran,824
2890,Fragrance ingredients , Cashmere wood,Cashmere,532
2891,Fragrance ingredients , Cumarin,Coumarin,495
2892,Fragrance ingredients , Cumarin,Bicyclononalactone,1
2893,Fragrance ingredients , Firmenich,Clearwood™,60
2894,Fragrance ingredients , Firmenich,Muscenone®,41
2895,Fragrance ingredients , Firmenich,Paradisone®,40
2896,Fragrance ingredients , Firmenich,Cascalone®,33
2897,Fragrance ingredients , Firmenich,Cetalox®,31
2898,Fragrance ingredients , Firmenich,Helvetolide®,20
2899,Fragrance ingredients , Firmenich,Norlimbanol™,14
2900,Fragrance ingredients , Firmenich,Prunella®,9
2901,Fragrance ingredients , Firmenich,Habanolide®,8
2902,Fragrance ingredients , Firmenich,Limbanol®,8
2903,Fragrance ingredients , Firmenich,Cachalox,6
2904,Fragrance ingredients , Firmenich,Exaltolide®,6
2905,Fragrance ingredients , Firmenich,Ambranum,4
2906,Fragrance ingredients , Firmenich,Wolfwood,4
2907,Fragrance ingredients , Firmenich,Hivernal®,3
2908,Fragrance ingredients , Firmenich,Melted Woods NaturePrint®,3
2909,Fragrance ingredients , Firmenich,Z11,3
2910,Fragrance ingredients , Firmenich,Coranol,2
2911,Fragrance ingredients , Firmenich,Strawberry furanone,2
2912,Fragrance ingredients , Firmenich,Transluzone,2
2913,Fragrance ingredients , Firmenich,Dianthine®,1
2914,Fragrance ingredients , Firmenich,Firsantol®,1
2915,Fragrance ingredients , Firmenich,Limbwood,1
2916,Fragrance ingredients , Firmenich,Oud Anokha,1
2917,Fragrance ingredients , Firmenich,Oud Firbest,1
2918,Fragrance ingredients , Firmenich,Oud Samrat,1
2919,Fragrance ingredients , Firmenich,Scentenal,1
2920,Fragrance ingredients , Floralozone,Floralozone,12
2921,Fragrance ingredients , Givaudan,Pepperwood™,30
2922,Fragrance ingredients , Givaudan,Ambrofix,28
2923,Fragrance ingredients , Givaudan,Petalia®,27
2924,Fragrance ingredients , Givaudan,Pomarose®,24
2925,Fragrance ingredients , Givaudan,Ambermax®,22
2926,Fragrance ingredients , Givaudan,Georgywood®,22
2927,Fragrance ingredients , Givaudan,Javanol,22
2928,Fragrance ingredients , Givaudan,Sylkolide™,21
2929,Fragrance ingredients , Givaudan,Kephalis,20
2930,Fragrance ingredients , Givaudan,Cosmone,17
