target,1rank,2rank,3rank,4rank,5rank,6rank,7rank,8rank,9rank,10rank
656,656,2414,2619,2240,1761,880,1316,2208,233,1530
1390,139,1390,98,2019,2458,1100,1554,1609,295,1761
2213,2213,613,307,1547,1806,1007,2595,452,2630,552
1417,1417,2172,1469,512,2365,1563,1773,2231,1026,2610
595,595,1191,2513,1951,961,1958,2084,1582,1768,2518
2395,2395,2557,2000,930,2028,2142,2185,1465,374,121
2453,2453,383,1591,2300,1115,2726,1860,2538,1179,899
564,564,263,63,78,1752,2049,164,1942,62,2492
1178,1178,1706,2118,1452,2180,1847,2504,2408,1675,1548
618,618,98,468,1609,295,1344,70,2240,312,2157
2480,2480,1613,561,1612,686,2607,1568,1001,1736,2566
536,536,1154,615,1746,1833,1108,314,482,2347,939
2232,2232,704,2642,1240,2018,2095,2545,2268,206,1063
2179,2179,1981,1397,760,2155,1071,2124,1595,2537,2675
1317,1317,805,1543,402,173,777,1716,2730,1302,1649
1319,1319,102,2569,723,186,2044,888,633,1841,2731
2487,2487,1759,1746,2186,293,1256,40,812,2497,1014
1269,1269,1202,1966,206,2261,1594,2651,1063,587,1682
1325,540,1325,675,470,1763,849,1716,2661,1950,2501
1172,1172,1697,1318,2147,1109,251,1955,2057,2701,725
712,304,1517,712,770,1568,1736,1001,2122,2223,1516
1164,1164,555,2556,1316,2484,369,49,887,883,1699
1275,1275,712,561,304,1517,60,2070,1089,1568,2480
537,537,706,123,2288,1691,2232,2252,790,1372,1947
2421,2421,1222,2068,1447,681,2225,2115,1083,1347,1122
1351,1351,713,343,2269,2480,2374,2133,860,2070,60
2422,2422,186,2709,1086,888,856,2391,2067,2447,2281
1619,1619,2525,377,1137,253,2214,2266,235,534,1643
1620,1620,1621,1966,1502,2651,173,316,287,1363,497
1621,1621,1620,173,497,316,1263,1317,982,244,1816
1622,1622,1840,2209,924,906,1206,264,1231,262,1669
1623,1623,2348,2238,1904,2495,1435,828,1509,1478,218
2384,163,1010,1321,2411,2493,571,408,1330,2375,1550
1385,1385,722,2542,2709,1136,533,74,2417,1736,2122
1527,464,1527,1897,320,148,490,1000,267,460,2403
862,492,1321,2144,1915,2584,373,1896,954,951,1173
2196,1901,2196,2493,90,412,2549,2093,2547,1582,2564
1113,1375,1113,2413,2415,1138,2640,2671,1056,357,1538
1664,1664,739,1181,2349,383,2000,527,2314,1525,2292
1234,1482,1234,1241,228,759,2373,848,2530,1403,21
788,788,1640,1069,2141,2289,2339,1732,1133,1594,332
797,797,1646,582,2008,2532,672,1982,2020,276,174
430,430,246,1247,1450,2598,481,779,208,1649,445
765,753,765,379,1693,319,1642,1762,344,1276,868
265,2083,28,2354,1902,1614,2666,948,265,969,364
2350,2350,1731,1847,1751,2087,1597,903,1706,110,1776
41,41,282,1047,1808,926,2115,2259,2076,2654,683
1454,1454,716,1163,2078,2040,1910,146,2720,1880,774
815,815,2231,805,1543,2279,2500,2285,1015,363,781
743,743,1006,918,2179,2631,2379,2312,501,2155,760
924,924,2187,906,1129,1336,2279,1966,611,2301,1291
980,6,980,966,2358,2036,2243,511,1285,1766,2697
1702,1702,1721,196,1972,731,521,2185,330,1232,2326
1005,1005,1255,1979,1780,434,771,1786,878,1943,2716
1611,163,1010,1321,2411,2493,571,408,1330,2375,1550
1612,1612,1881,2331,1566,686,2480,2607,621,1189,307
17,17,183,64,799,2595,1184,27,2591,2213,261
1651,1651,1432,651,2697,754,1600,1011,1459,240,590
1652,1652,905,1860,1054,2453,1606,1375,144,2129,1068
888,888,186,2422,2694,1684,1105,2626,240,1827,2189
1663,1663,1496,830,38,2670,999,2691,1008,2380,59
894,894,2388,1899,2542,1046,593,1512,1127,1185,1875
1677,1677,375,137,39,2230,1827,2247,754,1326,2373
565,565,706,123,1252,2191,1123,146,2720,1497,208
2634,2634,740,808,111,563,1512,669,170,1185,2131
2716,2716,434,1255,630,1780,1282,548,1943,1444,100
74,74,533,1904,2110,408,1385,2242,2190,2574,2366
384,384,818,2475,1059,1118,830,680,222,2657,1324
1870,1870,2658,2137,220,554,1892,497,316,568,386
390,390,2185,1525,1839,2314,739,161,1664,1078,2292
2296,1592,2548,619,1507,1193,1692,1092,2597,2296,1524
658,658,1142,1930,1358,483,1091,836,719,1813,2699
2133,2133,424,1543,1613,805,2464,1102,416,1409,515
1918,1918,1691,2503,2167,306,1305,1010,43,195,2035
809,809,1160,1846,2138,310,1134,1112,1805,982,2642
1852,1852,35,399,1947,676,2266,1448,2096,287,1469
2208,2208,2460,1198,2414,701,849,2381,1601,1045,880
320,490,148,320,1000,1897,1208,2060,2322,188,1940
687,687,2652,1312,1816,572,1916,1414,945,2643,884
2352,2352,2255,551,2059,2094,2427,58,1963,314,1833
325,325,282,48,59,1423,2441,1983,2686,2162,2557
326,326,1522,190,145,2132,2650,1769,2151,1036,1287
327,327,2125,1499,715,2575,1155,264,500,604,1528
1359,1359,2608,108,2231,912,611,1877,2713,541,857
2302,2302,151,734,1469,2375,1323,2058,1417,1531,239
398,398,2108,2313,2467,927,60,2479,1020,2070,22
1006,1006,405,743,901,2317,2673,516,2675,1757,2228
910,2325,2448,910,2406,1686,1745,1266,584,1304,1268
674,84,674,2060,1576,2544,2620,1414,1267,1742,2112
1720,1558,1720,801,770,1324,2601,1001,2122,2721,1118
637,58,1963,637,51,1535,1848,972,2367,2112,2394
676,1448,676,1023,495,109,153,1288,1299,1121,1355
675,540,1325,675,470,1763,849,1716,2661,1950,2501
1731,1731,1082,2350,110,256,2111,339,896,1544,1470
1254,1153,1254,1818,1562,1600,29,66,2697,1737,1680
1386,492,1321,2144,1915,2584,373,1896,954,951,1173
1636,1636,1950,1763,2514,1025,768,470,546,1100,1845
403,403,525,2576,1406,1461,1551,1196,1104,109,1392
1730,1688,1792,1730,2710,1277,1508,796,2244,1378,2115
1371,2039,1371,2550,113,388,1908,2387,1495,198,1883
2173,2173,1995,2287,2642,191,2656,1241,1846,2232,1487
1858,1858,2419,110,1574,1314,288,1627,1082,1546,1247
1482,1482,1234,1241,228,759,2373,848,2530,1403,21
2332,2332,885,1309,704,982,188,2368,1042,1208,217
2247,137,2230,39,2247,602,21,1539,2615,1345,2069
2042,2042,4,2664,885,695,807,1931,1626,1338,1024
1796,1796,2669,1717,590,509,655,605,2074,1136,461
554,554,1870,1183,2658,220,2137,2464,2157,568,316
2399,2399,1887,1002,1771,628,488,487,1981,915,1171
132,132,561,885,1963,637,890,1535,972,776,51
982,982,2510,1812,2138,1716,2661,1160,777,1309,497
1549,642,1549,1499,2309,1402,2485,331,2310,2376,591
127,576,127,1043,271,423,137,2230,2247,2481,2175
438,163,1010,1321,2411,2493,571,408,1330,2375,1550
378,378,1675,72,211,2408,1811,2303,2017,2165,176
1560,1253,1560,2407,1964,819,959,1471,1838,309,1138
535,535,1723,909,1576,2112,2306,1080,1700,2544,2620
377,377,1619,2640,1476,1056,1138,998,2099,2318,2355
639,639,2520,1834,308,1713,2275,1662,2669,2008,1291
801,1558,1720,801,770,1324,2601,1001,2122,2721,1118
1616,1616,2193,1458,2145,783,95,1175,1695,2005,2663
1337,1337,2715,2054,1226,611,1073,1711,810,2662,1626
414,414,2557,2028,2142,1843,2429,2363,1379,2307,1799
1770,1214,949,1770,626,2115,483,1347,1247,1047,1028
806,806,13,844,579,1870,860,1197,2382,494,1178
544,492,1321,2144,1915,2584,373,1896,954,951,1173
944,944,635,568,2372,876,1059,2657,174,249,1209
493,493,158,1994,2495,724,1235,1135,1138,1509,1056
1380,1380,1395,586,2330,1044,1483,1462,1893,667,354
2575,2575,1939,561,1736,2480,424,1568,2122,770,1001
869,869,1650,2130,2575,2368,1528,866,132,1939,1969
2577,2577,875,2007,2677,414,387,622,434,1780,872
1182,1182,1119,644,90,2028,131,429,2279,1417,2500
193,193,1658,314,299,2186,838,559,564,812,1402
412,2549,412,1387,1901,2455,2059,2196,850,673,1154
666,666,2186,1593,2450,2333,193,40,2487,60,1934
1752,1752,795,564,2255,551,546,164,263,78,2049
1989,1989,2483,1582,1349,2513,597,1076,2097,2391,718
1391,1367,1391,1925,1264,2402,2218,318,1146,2390,798
2643,2643,2661,2652,790,982,1621,1890,1360,1106,675
103,103,1429,201,1817,1700,68,1885,2112,425,2620
1536,1536,906,611,2301,1073,707,95,1695,1337,528
369,369,610,2331,10,49,613,1189,467,1958,2010
2370,2370,1589,1095,523,1092,1592,619,2548,1462,2597
366,366,566,2540,1721,1596,787,250,1464,281,659
1370,1370,833,1009,1954,1580,1269,1298,1377,2316,486
1548,2180,1548,867,755,1055,2357,2625,1816,1431,884
357,357,1920,2546,796,2413,1375,1113,65,2009,1235
1682,1682,587,2071,2289,973,699,2038,1873,679,2482
197,197,1778,1147,597,2163,1283,2409,1550,1251,879
931,931,1445,2386,142,1274,121,1943,878,1174,548
166,166,749,2071,1410,1732,1899,229,1822,1188,637
2469,2469,2193,2500,857,2301,95,2386,1955,261,1979
104,2645,104,645,549,470,836,421,775,612,675
102,102,1319,1681,684,2044,186,723,1279,888,1932
1943,1943,548,653,1780,1255,434,2067,787,1382,1274
635,635,1081,1225,1705,781,2692,876,2372,944,249
2444,2444,885,2023,2332,2368,2613,2276,132,592,1625
59,59,325,2441,282,48,290,2470,1163,2670,321
410,410,157,1315,2559,2010,1958,1582,634,2518,595
895,895,811,904,726,2302,2061,297,2348,336,33
1265,946,1265,2394,1764,2404,991,2367,1491,1940,184
2132,2132,2686,1569,1805,1112,1134,775,1867,724,1997
928,1033,785,928,1443,679,263,1072,699,1873,2360
929,238,1998,1289,1696,2592,2674,717,581,1903,929
1141,1141,1927,2413,1207,185,1113,2056,1375,2106,2270
1890,1890,2409,1283,1812,2510,1601,1550,2381,701,1045
580,580,401,2729,706,123,1718,1279,537,2545,2239
678,678,2229,2672,2035,1312,2246,2102,43,572,285
2414,2414,2208,2460,656,15,1613,2619,1198,585,880
1273,1273,1551,2169,1667,525,1838,309,2118,1851,1471
2657,2657,1059,1016,2113,632,2475,818,2468,1558,1637
421,421,1423,2624,1649,1251,476,104,645,2645,549
2239,2239,1206,207,1622,2252,2655,790,2304,2126,1279
2331,2331,2010,1881,653,369,1566,1612,2391,467,307
2109,2109,340,2712,1218,1901,2196,2568,559,2248,235
1830,994,417,2347,1830,558,450,1121,153,25,1288
1343,1343,81,1544,445,2438,2707,655,2258,2074,605
1283,2409,1283,316,497,640,1890,2658,108,2344,1812
455,455,2723,551,2112,945,1576,572,1700,2306,884
1476,1138,1056,1476,493,2033,158,647,1725,1842,2659
1478,1478,202,2657,1059,2495,2110,2366,724,2442,1533
1477,1477,658,1962,2260,1378,2244,1508,719,836,138
1475,1475,1929,930,1609,295,2392,1698,2686,98,15
1473,1473,2242,2190,2366,2110,2089,1387,2614,312,1514
1474,1474,45,1866,702,530,2506,2612,1018,1876,302
2113,2113,1618,1060,2657,2601,1059,2084,2163,1393,2093
2470,2470,976,472,59,409,698,143,1104,1392,426
2164,2164,1551,12,903,525,588,926,2598,2259,24
1563,512,1563,2172,1417,402,2089,2564,2471,1649,312
1564,163,1010,1321,2411,2493,571,408,1330,2375,1550
1565,1565,2165,411,2598,2654,1532,1355,1196,1028,109
1566,1566,621,446,301,634,2713,1881,1877,2117,363
1567,1567,155,2728,2569,800,20,1284,2492,1012,1333
2165,1565,2165,411,2598,2654,1532,1355,1196,1028,109
1568,1568,2122,1736,770,1001,1103,1225,634,301,712
825,825,1596,1571,603,2540,140,255,1215,1458,1020
1357,1357,1054,2636,534,1306,1641,1488,1120,823,41
619,1592,2548,619,1507,1193,1692,1092,2597,2296,1524
1581,254,1693,978,1581,1588,2732,1960,963,2158,469
228,228,1265,1376,1967,946,1503,3,1234,2400,519
1324,1324,1118,429,2093,301,220,2547,2137,818,402
1323,1323,399,1469,2302,1936,1417,734,151,2556,2624
2243,1285,2243,2626,1177,240,1680,764,624,1435,1509
2324,3,2324,519,1040,2400,2049,1332,63,164,2215
661,661,1888,292,56,2162,2289,1267,2060,1710,2037
844,844,1087,2137,1129,1063,206,2509,1487,1967,1376
2231,2231,781,363,815,1359,1773,758,108,1543,2279
2325,2325,2448,910,2406,1686,1745,1266,584,1304,1268
2323,2323,135,2665,1369,1329,2656,2335,1309,1707,1995
2430,943,1413,2321,2430,827,1570,1162,2679,624,2589
1821,298,1821,2703,1328,165,1205,350,1981,101,599
1872,1872,195,1305,2050,297,1080,1703,1270,2731,2463
813,813,1882,22,2701,258,219,1174,2054,725,1172
2711,2711,1237,2659,2375,724,1368,945,2442,479,1710
1115,1115,1839,1094,1090,2638,560,2005,2577,383,622
397,397,2625,106,1314,1055,1356,2357,1706,1200,16
640,640,2409,1283,2137,2212,2277,1870,497,316,1892
61,531,859,61,2281,2495,974,2242,315,2223,1516
151,734,151,2302,2375,1469,1630,2610,1417,2058,1026
2372,876,2372,1026,1388,1116,1777,632,1016,2058,2692
2579,2579,7,1630,912,2319,1485,159,579,1222,1306
1751,1751,1847,1278,1776,1706,2350,903,2118,256,1098
802,802,1040,2400,519,3,1798,2130,629,524,2324
1449,1449,1457,2119,1968,1604,2021,1724,1348,2238,728
1923,1654,507,1923,2131,1991,1789,1876,2181,168,808
155,1567,155,2728,2569,800,20,1284,2492,1012,1333
1145,1268,1859,2174,1689,1145,962,584,2244,1389,2260
2387,2387,113,2286,1305,518,2129,2220,840,2192,1775
2728,1567,155,2728,2569,800,20,1284,2492,1012,1333
2097,2097,2093,2547,2163,1498,447,2212,2277,829,1060
2099,2099,998,1671,2442,1533,1368,275,2511,1768,2518
2098,163,1010,1321,2411,2493,571,408,1330,2375,1550
2100,2100,2410,1038,368,420,1775,2508,840,2286,1754
2644,2644,689,2679,1205,2569,1373,1085,977,643,993
1617,1617,2532,672,1401,249,1441,737,174,2551,2022
2189,1444,2189,434,1780,2067,1803,1255,1841,2698,1786
1759,1759,1746,2487,2609,276,1069,1014,1634,2497,253
141,141,2612,774,1474,1228,45,2602,460,1229,685
352,352,1641,975,2732,2158,854,144,1166,1776,1606
525,525,1551,547,2015,247,237,54,403,1980,1273
1952,1952,1360,2576,1406,1461,2556,1761,2015,1550,2342
496,504,1468,496,2492,2315,1560,939,1253,780,1305
2138,2138,1160,809,982,938,612,1997,1867,1557,1812
2139,2139,335,1643,1853,2263,2066,404,479,775,2009
1355,1355,1299,109,1196,403,335,2053,645,1756,104
1569,1569,2006,190,392,1016,632,1716,1176,777,2639
774,774,12,2612,1187,141,2040,2427,247,669,1287
2220,2129,2220,474,1704,727,1056,1900,1138,2586,1476
988,1028,988,1446,1213,1948,1532,658,1909,570,2419
376,376,1335,267,1966,1500,1715,2289,2141,2656,2498
1018,2629,530,1690,2506,702,136,1018,302,1876,688
1675,1675,2408,378,24,2259,2654,1950,1763,1452,1767
130,967,981,75,130,88,753,2336,2718,2291,1099
2424,1262,2424,2497,2552,925,44,2230,137,39,2247
769,1342,2207,489,1480,1648,2529,550,1427,1733,1168
225,313,1635,2524,703,1301,1433,394,2676,225,1693
1365,1750,257,638,1828,2,47,1233,583,846,2603
411,1565,2165,411,2598,2654,1532,1355,1196,1028,109
880,880,656,233,2460,2208,1091,836,2699,718,719
670,163,1010,1321,2411,2493,571,408,1330,2375,1550
719,836,2699,1930,1091,719,880,849,312,2089,1045
1267,1267,84,674,425,2620,294,2432,1742,2544,551
1015,1015,2500,1905,815,2231,131,2680,1543,2279,805
328,328,1932,2476,1555,2133,2680,216,1845,395,1501
1780,1255,1780,434,2716,1943,548,2189,1005,2677,1444
978,254,1693,978,1581,1588,2732,1960,963,2158,469
1721,1721,731,2473,366,2521,714,1274,521,548,566
2260,2260,778,2649,1477,1894,91,1859,584,2174,1268
2259,24,2654,2259,570,995,1909,2408,403,1228,1767
1181,1181,1664,739,30,383,2349,560,2420,281,659
1383,1383,329,1836,549,2645,673,104,645,265,2237
2033,1842,2033,1725,65,2495,275,2442,341,297,1533
2556,2556,555,1936,2576,1047,399,2240,1251,1970,2484
232,232,173,716,287,1741,2273,829,310,2197,768
555,2556,555,1936,2576,1047,399,2240,1251,1970,2484
746,746,1557,2169,1667,2428,1415,2435,1177,764,545
1217,1518,1217,1367,1785,1391,2685,1977,748,509,1925
1216,2517,1216,223,122,1653,2280,99,1849,498,1602
1215,1215,194,1861,2210,480,875,2700,2540,2265,825
1214,1214,949,1770,626,2115,483,1347,1247,1047,1028
911,911,2446,794,2641,1308,1050,1871,1968,2233,2119
1213,1028,988,1446,1213,1948,1532,658,1909,570,2419
1634,1634,1014,920,2450,1241,21,1628,1403,2487,1658
14,2687,1975,200,2589,14,673,669,972,776,535
1696,238,1998,1289,1696,2592,2674,717,581,1903,929
2367,1491,2394,2367,2404,1063,206,2730,1302,1265,1376
519,3,2324,519,1040,2400,2049,1332,63,164,2215
1180,1180,506,640,1183,2606,262,554,2409,2137,1283
1828,1750,257,638,1828,2,47,1233,583,846,2603
154,154,1768,1112,1805,1561,1134,1951,989,1922,2009
1546,1627,1546,2419,2710,1130,1858,1920,432,1597,252
63,164,78,63,1942,2049,212,1376,1963,58,2393
1666,1666,1838,1471,309,1964,1980,993,2659,419,673
2379,2379,2042,2282,1571,1856,607,1062,1422,2397,1458
1224,1224,2689,2507,2215,400,1304,510,1790,824,843
763,763,1204,1033,928,785,132,604,2368,1528,1669
2244,2244,1378,1508,1948,1213,1532,1730,2660,2013,988
495,1023,495,1133,280,332,2339,1784,1448,676,104
1233,1750,257,638,1828,2,47,1233,583,846,2603
1414,1414,84,674,1466,1267,572,2620,575,294,1712
83,83,1300,1644,1737,751,1542,698,1392,231,1917
1468,504,1468,496,2492,2315,1560,939,1253,780,1305
727,474,727,1900,368,1050,2659,1038,1643,2355,1308
2548,1592,2548,619,1507,1193,1692,1092,2597,2296,1524
1790,1790,1941,361,1304,843,1224,28,2083,2507,969
1003,1003,231,2065,2351,145,2293,427,547,435,620
1261,1261,1500,2482,2498,2025,205,664,2080,1188,567
2263,2263,775,404,984,2639,2501,2412,879,1423,745
819,2407,1167,819,959,859,160,61,531,1993,2079
2511,2511,2637,1990,573,998,2099,1308,1050,2355,2377
346,346,187,732,386,52,1441,640,1183,2571,2418
2095,2095,1063,206,2232,643,2642,704,2404,2493,90
442,442,1573,115,1143,2092,2202,1171,342,420,2634
692,1049,692,1719,1401,397,1156,2125,2178,1670,837
990,990,152,2429,633,121,2028,1843,695,146,272
1016,1016,632,2692,876,2372,1698,213,1809,2657,1569
1313,1313,2696,31,85,2623,2721,1996,1906,1809,2197
2432,2432,1267,713,2294,1907,545,87,392,979,325
510,510,2689,2507,1224,1146,2697,1600,750,2519,919
462,163,1010,1321,2411,2493,571,408,1330,2375,1550
1906,1906,1313,2611,1755,755,654,1777,2006,907,1388
1905,1905,2500,815,259,1015,1191,310,1951,1755,1069
2700,2700,480,875,1215,1062,2307,194,721,1979,1861
2436,2436,305,745,1497,1423,1983,197,244,2159,282
294,294,575,2423,1934,84,674,1060,1618,1267,2306
1764,1764,184,1498,2277,2212,1265,946,329,1324,2097
450,994,417,2347,1830,558,450,1121,153,25,1288
2156,2156,1719,2382,1408,2105,1293,262,16,1347,692
842,842,2494,212,524,1715,2071,752,2049,2498,78
2273,2273,2513,829,961,2087,512,1563,2172,597,98
2272,2272,1602,1486,126,2350,2118,2305,2640,339,13
1899,1899,749,1732,229,885,166,170,1185,807,815
1728,1728,1210,107,2267,1561,459,1795,817,1242,750
517,517,2599,1481,2701,2490,2374,2698,1111,2474,4
1255,1255,1780,434,2716,1943,548,2189,1005,2677,1444
1395,1395,2361,2596,1380,2648,667,354,2520,1120,1718
2639,2639,407,2501,1569,540,984,2060,404,775,675
267,267,2141,2289,1527,464,1603,1640,1732,1594,788
1206,1206,2239,1231,354,1622,399,445,1852,815,2520
1448,1448,676,1023,495,109,153,1288,1299,1121,1355
642,642,1549,1499,2309,1402,2485,331,2310,2376,591
434,1255,1780,434,2716,1943,548,2189,1005,2677,1444
2353,2353,908,501,1743,947,1327,1460,2065,992,260
2712,2712,1293,340,2093,2547,447,1418,2320,2502,2568
196,196,1511,714,2557,521,2135,875,210,731,2185
2056,2056,33,1138,1056,1509,1476,1333,1668,2262,800
2227,163,1010,1321,2411,2493,571,408,1330,2375,1550
2068,2068,2421,1447,1083,1116,81,1222,2707,1753,578
1874,1750,257,638,1828,2,47,1233,583,846,2603
705,705,2627,823,2731,822,2525,1357,1484,2309,1371
106,1200,2357,2625,106,1055,913,31,85,1720,2320
1354,1354,2573,952,2341,2016,956,234,2284,2171,319
1794,163,1010,1321,2411,2493,571,408,1330,2375,1550
1183,1183,2137,554,497,1870,1892,316,1324,244,1209
1927,1141,1927,2413,1207,185,1113,2056,1375,2106,2270
1926,2684,1926,1977,1785,308,2178,2158,274,441,1408
1925,1367,1391,1925,1264,2402,2218,318,1146,2390,798
602,602,1645,1766,39,2230,349,137,2247,641,2435
1689,1268,1859,2174,1689,1145,962,584,2244,1389,2260
1688,1688,1792,1730,2710,1277,1508,796,2244,1378,2115
1690,2629,530,1690,2506,702,136,1018,302,1876,688
1687,163,1010,1321,2411,2493,571,408,1330,2375,1550
234,1354,2573,952,2341,2016,956,234,2284,2171,319
1212,1212,297,1604,822,731,121,1455,218,839,726
400,2215,400,1089,1025,2070,60,1982,329,2514,2689
2225,2225,1531,252,2421,681,1447,222,432,16,1247
402,402,316,829,363,497,1317,167,1809,1353,1996
2698,2698,1111,2189,517,2457,1444,1826,303,2445,92
1850,2237,1914,916,1850,1332,1876,365,0,2687,699
1861,1861,2210,1215,226,2117,2662,2307,1711,1493,1965
401,580,401,2729,706,123,1718,1279,537,2545,2239
742,1345,1012,20,742,925,2243,466,1220,2456,943
1860,1860,905,1652,2453,1606,1900,1701,474,2415,727
533,74,533,1904,2110,408,1385,2242,2190,2574,2366
1886,1886,2362,2136,737,1030,249,174,755,2357,1075
707,707,95,1626,2608,2583,1536,199,1806,936,1547
1887,2399,1887,1002,1771,628,488,487,1981,915,1171
2702,163,1010,1321,2411,2493,571,408,1330,2375,1550
528,55,528,1608,2715,1226,927,2467,1337,1799,1711
695,695,608,2664,1046,2445,140,418,279,172,791
1109,2147,1109,2698,771,1111,1786,1172,1697,2457,1005
936,936,1626,266,1806,1547,199,799,2664,608,1226
2119,2119,1968,2641,1637,913,747,700,635,2692,2657
2118,2118,1751,1178,128,175,1273,1847,1398,1421,469
1776,1776,1847,975,1751,175,1130,1597,1278,1606,1659
2448,2325,2448,910,2406,1686,1745,1266,584,1304,1268
2073,2073,900,301,1582,2653,2093,2547,1170,1722,896
85,85,31,1313,1809,2721,167,1353,1996,2197,213
2638,2638,1090,1186,281,250,947,1115,659,1464,992
532,532,351,1955,2466,1956,2193,799,1747,1793,608
527,527,2327,383,210,625,1311,739,1664,810,414
1922,1922,2659,322,154,1968,1561,2119,2442,1604,2204
1412,163,1010,1321,2411,2493,571,408,1330,2375,1550
344,344,753,379,765,1762,1693,868,2695,356,319
1576,1576,425,2620,2306,2544,2112,1700,831,1615,1188
1159,163,1010,1321,2411,2493,571,408,1330,2375,1550
2451,268,2451,2289,530,1018,1690,302,136,1876,2629
2450,2450,2186,1658,1934,519,2400,3,1634,2324,1040
2449,2449,1104,1339,1273,1201,403,2170,28,948,1902
2597,1592,2548,619,1507,1193,1692,1092,2597,2296,1524
2721,1996,1809,213,2721,1353,167,1777,2696,1016,402
2122,1568,2122,1736,770,1001,1103,1225,634,301,712
2237,2237,1914,916,1850,1332,1876,365,0,2687,699
1161,1161,2054,611,1337,2057,434,1255,73,1780,251
2236,163,1010,1321,2411,2493,571,408,1330,2375,1550
2235,2235,1628,1403,21,1593,1678,1634,1914,863,189
2606,2606,1347,262,1180,2409,1283,1497,1363,497,316
694,694,750,1021,789,1832,1362,2504,1774,397,2303
1499,1499,327,1662,2308,824,2668,642,1053,1549,2070
643,643,1080,1240,90,2493,2018,1491,2268,2095,2367
93,688,93,1935,243,118,1250,1853,984,404,2263
758,758,2692,363,2285,436,15,2084,2231,1735,108
1239,1239,1983,48,730,2600,2294,1423,325,1272,2436
273,273,2578,943,1570,1413,2675,2321,827,1162,2430
917,917,1130,1207,185,475,1659,203,275,1627,1776
171,171,2159,108,239,2299,305,70,2542,2513,1363
752,752,2385,1089,2494,212,249,644,174,276,2020
542,542,2393,1942,63,2049,164,1326,1410,78,1345
1281,1281,1831,891,1209,2402,1146,2167,1428,318,2405
940,940,272,1240,471,2168,2018,2268,513,759,1872
839,839,1084,1801,1293,301,1455,1517,1212,712,2712
330,330,2583,2608,2290,1938,707,1877,1843,2166,452
1072,1072,587,1682,1033,928,785,973,755,654,2289
2539,2539,946,1265,1419,1307,991,2404,1491,1764,1202
497,316,497,2658,108,1812,2510,402,2137,1283,2409
94,94,2545,1795,833,217,689,708,513,2729,808
706,123,706,537,401,580,2545,94,2288,2729,565
299,299,193,2393,838,1402,564,2333,2444,1275,2108
2087,2087,2015,598,358,2273,2197,98,1597,961,2350
1168,1342,2207,489,1480,1648,2529,550,1427,1733,1168
1960,469,1960,1421,2259,2654,2118,24,1098,1104,2030
2149,492,1321,2144,1915,2584,373,1896,954,951,1173
75,967,981,75,130,88,753,2336,2718,2291,1099
2063,2063,2211,1995,206,1063,844,1487,1967,1376,2044
1011,1011,2308,1053,2217,2668,1651,901,773,219,1592
904,904,2157,1437,2012,895,49,428,468,1278,1936
1606,1606,975,1591,1776,2563,2048,1701,352,1098,1860
1278,1278,1847,1751,2590,1706,1047,1659,16,1247,2350
1197,1197,481,1470,2655,246,993,430,2062,1849,1489
1409,1409,2542,618,2486,515,2476,2133,49,2199,1530
1277,1277,1792,1688,1730,2710,1627,1166,203,323,792
834,834,1521,2079,1263,242,1801,2281,1350,297,2590
1223,1223,1881,653,2608,446,1382,2521,307,621,521
1539,1539,1482,1984,511,2462,1234,2230,2522,137,2247
646,1986,646,2636,2298,477,865,2685,2688,2296,1044
1430,1430,782,714,1843,2437,857,2166,2378,1131,1132
121,121,1274,1943,548,878,374,731,2028,1212,1445
902,902,1639,2646,717,1903,581,1739,1800,1998,278
145,145,2686,15,392,1613,295,1609,2619,190,2650
424,424,1543,805,363,815,2285,2133,1317,866,1939
2555,492,1321,2144,1915,2584,373,1896,954,951,1173
1452,1452,2197,1706,903,1314,585,85,1031,81,2015
2668,2308,1053,2668,1114,1389,715,1499,1434,308,786
2730,2730,1302,1317,2394,1491,188,1240,2404,2367,1633
2667,2667,1087,1243,1105,744,919,2626,2519,710,579
2732,144,2732,290,683,352,978,1054,1693,1581,254
283,1945,283,2053,2377,1050,1128,2226,1052,2337,1308
2731,2731,1922,1080,471,1872,1679,499,2028,152,1212
1578,8,1578,2440,345,1,2201,1814,149,1744,557
4,4,2000,2054,1294,2664,2715,1226,614,2445,517
558,994,417,2347,1830,558,450,1121,153,25,1288
557,557,136,2629,530,2656,636,702,2506,302,1876
1871,1871,700,306,2233,233,1101,2066,1360,911,1260
1085,1373,1085,1570,780,2644,1413,939,2430,2102,32
20,1345,1012,20,742,925,2243,466,1220,2456,943
2534,2534,1041,758,108,1735,1102,700,316,497,2285
2221,2221,1116,734,1026,2610,1417,151,2058,2412,1423
1435,1435,533,61,1086,859,531,1623,74,2709,2358
2154,2154,1064,1231,2194,2111,445,1222,2104,1852,2459
1436,1436,2527,839,1084,1801,1146,301,1989,983,2464
585,585,2197,15,2414,1613,547,31,1316,85,1210
1437,1437,2012,2590,1515,1970,1455,2104,2157,2471,2564
1438,163,1010,1321,2411,2493,571,408,1330,2375,1550
374,374,30,787,2559,1132,2521,1274,2000,614,878
2568,2568,340,2168,1970,2502,2712,358,598,1820,2266
2576,2576,2240,1316,1952,2015,2556,555,1761,1909,1052
2157,2157,554,2464,220,508,904,2564,2471,618,533
266,199,266,452,2630,1626,810,1799,1238,936,1132
303,985,303,1400,622,2417,2490,1481,79,1111,2698
304,304,1517,712,770,1568,1736,1001,2122,2223,1516
